Course Title,University,Country,Course Area
Cross-cultural Communication and Management,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Cross-cultural Communication and Management,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE A1 Cours Général,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE A1 Cours Général,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE A1: Cours General,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE A1: Cours General,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE A1: General Course,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE A1: General Course,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE A1: General course,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE A1: General course,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE Cours Elementaire,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE Cours Elementaire,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE Elementary Course,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE Elementary Course,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
FLE: Elementary Course,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
FLE: Elementary Course,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
France and the arts,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
France and the arts,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Law and Society,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Law and Society,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Material Culture,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Material Culture,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Material Cultures,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Material Cultures,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Migrations in Globalisation,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Migrations in Globalisation,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Pop Art,Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
Pop Art,Université Paris-Dauphine,France,Comm - Cultures of the Mod W
"Science and art Dinosaurs, steampunk & electricity",Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
"Science and art Dinosaurs, steampunk & electricity",Université Paris-Dauphine,France,Comm - Cultures of the Mod W
"Studying the American city : Urban Ethnography, Race and Marginality",Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
"Studying the American city : Urban Ethnography, Race and Marginality",Université Paris-Dauphine,France,Comm - Cultures of the Mod W
"The Environmental Imagination: Representing nature in visual arts (fine art, film, documentaries) an",Université Paris-Dauphine,France,Comm - Cltr of the Modern Wrl
"The Environmental Imagination: Representing nature in visual arts (fine art, film, documentaries) an",Université Paris-Dauphine,France,Comm - Cultures of the Mod W
Cross Cultural Communication & Management,Université Paris-Dauphine,France,Comm-Cltr of Mdrn Wrld+AS std
Migrations in globalisation,Université Paris-Dauphine,France,Comm-Cltr of Mdrn Wrld+AS std
China-US Rivalry,Université Paris-Dauphine,France,Asia Studies
China-Us Rivalry,Université Paris-Dauphine,France,Asia Studies
Collective Decision Making,Université Paris-Dauphine,France,Economics Major Elective
Data Analytics,Université Paris-Dauphine,France,Economics Major Elective
Economic Aspect Globalisation,Université Paris-Dauphine,France,Economics Major Elective
Economic Press,Université Paris-Dauphine,France,Economics Major Elective
Economie Industrielle,Université Paris-Dauphine,France,Economics Major Elective
Energy and Climate change economics,Université Paris-Dauphine,France,Economics Major Elective
Energy and climate change economics,Université Paris-Dauphine,France,Economics Major Elective
Europe : Today’s Challenges,Université Paris-Dauphine,France,Economics Major Elective
Europe today’s challenges,Université Paris-Dauphine,France,Economics Major Elective
Europe: Today's Challenges,Université Paris-Dauphine,France,Economics Major Elective
Europe: today's challenge,Université Paris-Dauphine,France,Economics Major Elective
Financial Crisis,Université Paris-Dauphine,France,Economics Major Elective
Financial Markets and Development,Université Paris-Dauphine,France,Economics Major Elective
Geopolitics of energy,Université Paris-Dauphine,France,Economics Major Elective
Globalisation strategies of firms,Université Paris-Dauphine,France,Economics Major Elective
Industrial economy,Université Paris-Dauphine,France,Economics Major Elective
"Investments, Risks and Insurances",Université Paris-Dauphine,France,Economics Major Elective
Issues in labour economics,Université Paris-Dauphine,France,Economics Major Elective
Fundamentals of the Strategy,Université Paris-Dauphine,France,Econ Major Rel/Econ Options
"Hezbollah: Reinventing the Relationship Between Islam, Armed Struggle, and Politics",Université Paris-Dauphine,France,Econ Major Rel/Econ Options
Management Accounting and Management Control,Université Paris-Dauphine,France,Econ Major Rel/Econ Options
Principles of marketing management,Université Paris-Dauphine,France,Econ Major Rel/Econ Options
Strategic Customer Management: An Introduction,Université Paris-Dauphine,France,Econ Major Rel/Econ Options
Culture and practice of entrepreneurship in English-speaking countries,Université Paris-Dauphine,France,Entrepreneurship Cluster
Culture and practice of entrepreneurship in the English-speaking world,Université Paris-Dauphine,France,Entrepreneurship Cluster
Lean Start-Up,Université Paris-Dauphine,France,Entrepreneurship Cluster
China-Us Rivalry,Université Paris-Dauphine,France,Free Electives (For LKCSB)
Data Science for marketing analytics,Université Paris-Dauphine,France,Free Electives (For LKCSB)
Globalization,Université Paris-Dauphine,France,Free Electives (For LKCSB)
Material Culture,Université Paris-Dauphine,France,Free Electives (For LKCSB)
"Studying the American city : Urban Ethnography, Race and Marginality",Université Paris-Dauphine,France,Free Electives (For LKCSB)
Accounting & Financial Reporting,Université Paris-Dauphine,France,Free Electives (SCIS only)
Company Culture,Université Paris-Dauphine,France,Free Electives (SCIS only)
Corporate Finance,Université Paris-Dauphine,France,Free Electives (SCIS only)
Corporate Strategy,Université Paris-Dauphine,France,Free Electives (SCIS only)
Energy and climate change economics,Université Paris-Dauphine,France,Free Electives (SCIS only)
FLE Elementary Course,Université Paris-Dauphine,France,Free Electives (SCIS only)
Financial Marketing,Université Paris-Dauphine,France,Free Electives (SCIS only)
Financial Markets,Université Paris-Dauphine,France,Free Electives (SCIS only)
Globalization,Université Paris-Dauphine,France,Free Electives (SCIS only)
History of economic thought,Université Paris-Dauphine,France,Free Electives (SCIS only)
International Business Ethics,Université Paris-Dauphine,France,Free Electives (SCIS only)
International Consumer Behavior,Université Paris-Dauphine,France,Free Electives (SCIS only)
Islam and the state,Université Paris-Dauphine,France,Free Electives (SCIS only)
Law and Society,Université Paris-Dauphine,France,Free Electives (SCIS only)
Management Control,Université Paris-Dauphine,France,Free Electives (SCIS only)
Material Culture,Université Paris-Dauphine,France,Free Electives (SCIS only)
Microeconomics,Université Paris-Dauphine,France,Free Electives (SCIS only)
Pressing economic issues,Université Paris-Dauphine,France,Free Electives (SCIS only)
Principles of marketing,Université Paris-Dauphine,France,Free Electives (SCIS only)
Regional and Urban Economics,Université Paris-Dauphine,France,Free Electives (SCIS only)
FLE: Elementary,Université Paris-Dauphine,France,Free Electives (YPHSL only)
Data science for marketing analytics,Université Paris-Dauphine,France,Free Electives (SOA only)
Cross-Cultural Barriers,Université Paris-Dauphine,France,General Education - Arts
Current issues in Sociology,Université Paris-Dauphine,France,General Education - Arts
English: Culture and Civilization,Université Paris-Dauphine,France,General Education - Arts
"Michael moore’s vision of america, and the art of documentary making",Université Paris-Dauphine,France,General Education - Arts
Social issues in the UK and the USA,Université Paris-Dauphine,France,General Education - Arts
Sociology,Université Paris-Dauphine,France,General Education - Arts
Collective Decision Making,Université Paris-Dauphine,France,General Education - Science
Energy and climate change economics,Université Paris-Dauphine,France,Globalisation
"Global Media: Fabrication, Circulations, Identities",Université Paris-Dauphine,France,Globalisation
Globalisation,Université Paris-Dauphine,France,Globalisation
Globalization,Université Paris-Dauphine,France,Globalisation
